id,month_series,month,study,table,cohort,sex,measure,treatment,z,SE,SD,SD_lower,SD_upper,absolute,unit,abs_SD,abs_SD_lower,abs_SD_upper,abs_SE,months_treated_gnrha,age,age_0,n,baseline,baseline_SE,baseline_SD,abs_per,abs_per_SE
56,0,0,Schagen,4,M_late,M,spine_BMAD,Estrogen,-1.29,0.23,1.1727744881263404,-1.52,-1.06,0.21,g/cm^3,0.25495097567963926,-0.044950975679639266,0.4649509756796393,0.05,21.6,16.2,16.2,26,-0.65,0.2,1.2000000000000002,1,0.2380952380952381
56,36,36,Schagen,4,M_late,M,spine_BMAD,Estrogen,-0.5,0.25,1.2747548783981961,-0.75,-0.25,0.24,g/cm^3,0.30594117081556704,-0.06594117081556705,0.545941170815567,0.06,21.6,19.2,16.2,26,-0.65,0.2,1.2000000000000002,1.1428571428571428,0.2857142857142857
35,0,0,Schagen,2,M_late,M,hip_BMAD,GnRHa,-1.01,0.17,1.02,-1.18,-0.84,0.28,g/cm^3,0.06,0.22000000000000003,0.34,0.01,24,14.1,14.1,36,-1.01,NA,NA,1,0.03571428571428571
35,24,24,Schagen,2,M_late,M,hip_BMAD,GnRHa,-1.56,0.25,1.5,-1.81,-1.31,0.26,g/cm^3,0.06,0.2,0.32,0.01,24,14.1,14.1,36,-1.01,NA,NA,0.9285714285714285,0.03571428571428571
35a,0,0,Schagen,4,M_late,M,hip_BMAD,Estrogen,-1.36,0.2,1.019803902718557,-1.56,-1.1600000000000001,0.27,g/cm^3,0.05099019513592785,0.21900980486407218,0.32099019513592786,0.01,21.6,16.2,16.2,26,-1.01,0.17,1.02,1,0.037037037037037035
35a,36,36,Schagen,4,M_late,M,hip_BMAD,Estrogen,-1.21,0.24,1.2237646832622682,-1.45,-0.97,0.27,g/cm^3,0.05099019513592785,0.21900980486407218,0.32099019513592786,0.01,21.6,19.2,16.2,26,-1.01,0.17,1.02,1,0.037037037037037035
72,0,0,Schagen,4,F_early,F,spine_aBMD,Testosterone,-1.3,0.43,0.9615092303249096,-1.73,-0.8700000000000001,0.82,g/cm^2,0.08944271909999159,0.7305572809000084,0.9094427190999915,0.04,24,16.2,16.2,5,-0.28,0.27,2.0204949888579287,1,0.04878048780487805
72,36,36,Schagen,4,F_early,F,spine_aBMD,Testosterone,0.11,0.58,1.296919426949878,-0.47,0.69,1.02,g/cm^2,0.1565247584249853,0.8634752415750147,1.1765247584249854,0.07,24,19.2,16.2,5,-0.28,0.27,2.0204949888579287,1.2439024390243902,0.08536585365853659
73,0,0,Schagen,4,F_early,F,hip_aBMD,Testosterone,-0.82,0.33,0.7379024325749307,-1.15,-0.48999999999999994,0.83,g/cm^2,0.08944271909999159,0.7405572809000084,0.9194427190999915,0.04,24,16.2,16.2,5,0.09,0.26,1.9456618411224496,1,0.04819277108433735
73,36,36,Schagen,4,F_early,F,hip_aBMD,Testosterone,0.59,0.43,0.9615092303249096,0.15999999999999998,1.02,1.02,g/cm^2,0.1341640786499874,0.8858359213500127,1.1541640786499874,0.06,24,19.2,16.2,5,0.09,0.26,1.9456618411224496,1.2289156626506026,0.07228915662650602
74,0,0,Schagen,4,F_early,F,body_BMD,Testosterone,-1.06,0.32,0.7155417527999327,-1.3800000000000001,-0.74,0.94,g/cm^2,0.0670820393249937,0.8729179606750063,1.0070820393249937,0.03,24,16.2,16.2,5,-0.28,0.27,2.0204949888579287,1,0.031914893617021274
74,36,36,Schagen,4,F_early,F,body_BMD,Testosterone,0.21,0.43,0.9615092303249096,-0.22,0.64,1.11,g/cm^2,0.223606797749979,0.8863932022500212,1.333606797749979,0.1,24,19.2,16.2,5,-0.28,0.27,2.0204949888579287,1.1808510638297873,0.10638297872340427
75,0,0,Schagen,4,F_early,F,spine_BMAD,Testosterone,-1.01,0.49,1.095673308974897,-1.5,-0.52,0.22,g/cm^3,0.022360679774997897,0.1976393202250021,0.2423606797749979,0.01,24,16.2,16.2,5,-0.15,0.29,2.170161284328886,1,0.045454545454545456
75,36,36,Schagen,4,F_early,F,spine_BMAD,Testosterone,0.12,0.51,1.140394668524893,-0.39,0.63,0.26,g/cm^3,0.022360679774997897,0.23763932022500212,0.2823606797749979,0.01,24,19.2,16.2,5,-0.15,0.29,2.170161284328886,1.1818181818181819,0.045454545454545456
76,0,0,Schagen,4,F_early,F,hip_BMAD,Testosterone,-0.71,0.37,0.8273451516749222,-1.08,-0.33999999999999997,0.28,g/cm^3,0.044721359549995794,0.23527864045000424,0.3247213595499958,0.02,24,16.2,16.2,5,-0.23,0.25,1.8708286933869707,1,0.07142857142857142
76,36,36,Schagen,4,F_early,F,hip_BMAD,Testosterone,0.01,0.43,0.9615092303249096,-0.42,0.44,0.32,g/cm^3,0.044721359549995794,0.2752786404500042,0.3647213595499958,0.02,24,19.2,16.2,5,-0.23,0.25,1.8708286933869707,1.1428571428571428,0.07142857142857142
62,0,0,Schagen,2,F_late,F,spine_aBMD,GnRHa,0.38,0.14,0.8515867542417508,0.24,0.52,0.95,g/m^2,0.0608276253029822,0.8891723746970177,1.0108276253029822,0.01,24,14.1,14.1,37,0.38,NA,NA,1,0.010526315789473686
62,24,24,Schagen,2,F_late,F,spine_aBMD,GnRHa,-0.71,0.14,0.8515867542417508,-0.85,-0.57,0.92,g/m^2,0.0608276253029822,0.8591723746970178,0.9808276253029823,0.01,24,16.1,14.1,37,0.38,NA,NA,0.9684210526315791,0.010526315789473686
63,0,0,Schagen,2,F_late,F,hip_aBMD,GnRHa,0.46,0.26,1.581518257877537,0.2,0.72,0.93,g/m^2,0.0608276253029822,0.8691723746970178,0.9908276253029823,0.01,24,14.1,14.1,37,0.46,NA,NA,1,0.01075268817204301
63,24,24,Schagen,2,F_late,F,hip_aBMD,GnRHa,-0.56,0.24,1.4598630072715726,-0.8,-0.32000000000000006,0.89,g/m^2,0.1216552506059644,0.7683447493940356,1.0116552506059644,0.02,24,16.1,14.1,37,0.46,NA,NA,0.9569892473118279,0.02150537634408602
64,0,0,Schagen,2,F_late,F,body_BMD,GnRHa,0.66,0.13,0.7907591289387685,0.53,0.79,1.03,g/m^2,0.0608276253029822,0.9691723746970178,1.0908276253029823,0.01,24,14.1,14.1,37,0.66,NA,NA,1,0.009708737864077669
